column 1,column 2,column 3,column 4,column 5,column 6,column 7,column 8,column 9,column 10,column 11
86521,"Young people are dying in schools, please close those doors.",school closures,FAVOR,1,,,,,,
706894,@FallonTonight I hope you’re going to ask @NYGovCuomo to explain his plan to kill 300 NYC school children by reopening the schools in the midst of the first wave of a global pandemic.,school closures,FAVOR,1,,,,,,
502261885,@elwell_alan Pubs supposedly have one way routes to/from toilets etc :slightly_frowning_face::joy::rolling_on_the_floor_laughing:. Shops typically have customers that bumble around all over the place.,stay at home orders,NONE,0,,,,,,
1780654362,:notes::arrow_forward:Money remix @Officialsoft_ @wizkidayo On #TRENDVILLA @fomaliciousbabe @Akpos_carrytalk @Djitchyfingazz #spinning:repeat_one: LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO,stay at home orders,NONE,0,,,,,,
2386777,@Constance8News So very sorry for your loss. I pray anti-maskers will get the message that masks do help save lives. #WearAMask,face masks,FAVOR,0,,,,,,
900872,"Went into morrisons, no mask not even for heading to door. No one of any significance gave a sh*t. Yes it's pot luck, but if you do get challenged remain calm but stand your ground, if you get overly defensive it may look as if you're trying to be confrontational",face masks,AGAINST,0,,,,,,
424898,@Kent_Online Masks mandated. Cases suddenly rise. Coincidence?,face masks,AGAINST,1,,,,,,
3254589,"@BillOReilly It’s seriously insulting how #Democrats think we’re all stupid and/or naïve :rage: i’ll tell you where I am, cut off all #federal funding for any who dont comply w opening schools There’s no reason for it!Wear :mask: and keep 5ft dis",school closures,AGAINST,1,,,,,,
2584939,@politico I’ve been wondering why almost every photo taken around the world shows everyday people wearing masks... Not in the United States. #trump #coronavirus,face masks,FAVOR,1,,,,,,
9727,"@GovernorTomWolf All you snowflake republicans, wear a fucking mask. #WearAMask #wearafuckingmask #WearADamnMask",face masks,FAVOR,0,,,,,,
2370342225,@tahntahn76 @llojak How do these evil bastards get away with this ???,stay at home orders,NONE,0,,,,,,
3127206,@DdnetFx @AmelieLens Spot on #Scamdemic #Plandemic,face masks,AGAINST,0,,,,,,
983021,A question to the people wearing their masks on their chins...do you think it’s doing anything :thinking_face:,face masks,FAVOR,0,,,,,,
2248126,"What's pissing me off today whilst out and about for work, is seeing people carrying on like nothing's happening, whilst Covid is very much still circulating plus the fact, people just don't/won't wear face masks whilst in shops",face masks,FAVOR,1,,,,,,
1812253714,"There is soooo much I just pray everyone will pray and help each other as much as possible, we don't know what's next forreal!!!!",stay at home orders,NONE,0,,,,,,
240864749,@Kek_Klothing @aussie_smitty Not hard to understand if you just follow the money! #SilentMajorityRising #UnmaskAmerica #ReOpenOurSchools,stay at home orders,NONE,0,,,,,,
2961309,I hate the fact I can’t take my daughter out and live a normal childhood :broken_heart: Hopefully COVID goes away!,stay at home orders,AGAINST,1,,,,,,
116660,"If every person in the UK used one single-use mask each day for a year, an extra 66,000 tonnes of contaminated plastic waste would be created.@GretaThunberg",face masks,AGAINST,1,,,,,,
699286,"Remember to wash your hands, wear a face mask and keep social distance. COVID19 is real.",stay at home orders,FAVOR,0,,,,,,
2583831,@IngrahamAngle No more stimulus bills reopen America let people go back to work.,stay at home orders,AGAINST,0,,,,,,
1419263,@RoseDC11 @meldu5 Trump needs to get rid of Fauci,stay at home orders,AGAINST,0,,,,,,
2628438,"My nephew came back from school with news of an alleged positive case of his physical sciences teacher, who also lost his wife to covid.  The school is continuing as usual, keeping things :zipper__mouth_face:  Why weren't teachers &amp; students tested upon returning to schools?",school closures,FAVOR,1,,,,,,
625181,"Covid-19 cases rise so highly meanwhile the people awareness of Covid-19 has been rapidly going down at the low level. Whenever I went outside, I saw most people didn't wear mask. That also indicate how people stupidity is rapidly going up at the high level",face masks,FAVOR,1,,,,,,
2450684,@RichardGrenell @FoxNewsSunday @realDonaldTrump needs to have a conversation with this guy. You can't open schools until you open the country back up as well. Govenors like @GavinNewsom are ruining lives.,stay at home orders,AGAINST,1,,,,,,
647862,"Schools have to open back up. I understand parents who are concerned, but please, understand the children for whom it’s the only place where they can get a warm meal, for whom it’s a place that keeps them off the streets. Schools offer more than books and tests.",school closures,AGAINST,1,,,,,,
2934642,"If you don’t care on wearing a mask, get the fuck out of streets. I’m so done being polite about this",face masks,FAVOR,1,,,,,,
3433607049,:play_button_selector::radio: unhappy  @lewis24779103 @uzoma_a2ma  @deejayfoxyone    #RaypowerNigeria,stay at home orders,NONE,0,,,,,,
1311555733,"Teachers put in a lot of effort; during classes, students listen to the teacher and it's a good mode of education in the current scenario. How do we expect schools to pay them without any fees.",school closures,NONE,0,,,,,,
3749470094,@realDonaldTrump It would be exciting if you did your job. #coronavirus,face masks,NONE,0,,,,,,
951843,Almost 15 Lakh teachers are unemployed due to closure of schools.,school closures,AGAINST,1,,,,,,
2049222766,@whiskyfoxtrotta @ChrisWickNews Face diapers for babies. Probably the best analogy for wearing the muzzle yet. Congratulations on inventing it. #CovidClown  #SnowFlakeFlu  #WokePlague,stay at home orders,NONE,0,,,,,,
713877603,"@TheChainsmokers I don’t what’s worse, you having that concert in Southampton during the Covid pandemic or your music. JK, it’s your music. But both are awful. #chainsmokers #COVID19 #Quarantine",face masks,NONE,0,,,,,,
3398563,@SteveDeaceShow Pence is more worried about Space Force than #COVID19 and they horrors being forced on the country.   Civil action will be our own relief.,face masks,FAVOR,0,,,,,,
5441906332,"@NYGovCuomo They’re your favorite, peaceful protesters :heart_eyes::sunglasses: :tropical_drink: :flag_for_United_States::flag_for_United_States::smiling_face_with_3_hearts::smiling_face_with_3_hearts:",stay at home orders,NONE,0,,,,,,
1954829,"@SecretaryCarson @HighlandsAL Because that's what churches do! :latin_cross::thumbs_up_medium-dark_skin_tone::thumbsup::thumbs_up_light_skin_tone:  Thank you, Dr. Carson. This is inspiring in a time when so many are paralyzed by fear. The more coronavirus",stay at home orders,AGAINST,1,,,,,,
964417,@SolanoRuizTV @DrTedros Well said! Thank you!  #Plandemic2020,face masks,NONE,0,,,,,,
190222,"The politicians and the psychologists are running what they think is a clever game, they're trying to confuse us by changing the laws and giving very little warning - Dr. Vernon Coleman  #Plandemic2020 #masks #nomask #Resist #vernoncoleman #Covid_19 #COVID19",face masks,AGAINST,1,,,,,,
1845844748,@sumalathaA Get well soon amma becouse your health is our wealth.,stay at home orders,NONE,0,,,,,,
162994,"Not putting my kids in school in August will be tough, time-consuming, and make getting to work difficult. But #TeachersLivesMatter so we will figure it out. Teachers are not front line workers. Teachers are not babysitters. #COVID19",school closures,FAVOR,1,,,,,,
3058726463,@CSTribune Was she wearing a mask?,stay at home orders,NONE,0,,,,,,
561146,"I just heard on the radio, that SA will close a school IF a case of Covid-19 is confirmed. Isn’t that a bit like closing the gate once the the horse has bolted???",school closures,FAVOR,1,,,,,,
2752905665,:play_button_selector::radio: risk it all  @uptawn_   @deejayfoxyone    #RaypowerNigeria,stay at home orders,NONE,0,,,,,,
1345031,"@Astronomicly_ @OremUte @Breaking911 Not when EVERY SINGLE death is attributed to the #CovidHoax.  Funny how NOBODY dies from the flu, heart attacks, diabetes, or ANYTHING ELSE anymore.  Except for the deaths that BLM can exploit, that is!  #Plandemic",stay at home orders,AGAINST,1,,,,,,
684651,"No shadow to depress you, Only joys to surrounded you, God himself to bless you, These are my wishes for you,, Today, Tomorrow and Everyday..!! #eidmubarak2020  #Eid_Ul_Adha_Mubarak  #StayAtHome",stay at home orders,FAVOR,0,,,,,,
44321,@GavinNewsom You really Really Really Really Really Really Really Really DON'T need to wear a mask  #MaskOff,face masks,AGAINST,0,,,,,,
2472409566,"Before asking schools to not charge fee for providing service of online education, gujrat government should have arranged free online education to all students of gujrat. Very bad and sad sermon",school closures,NONE,0,,,,,,
1010975,HEY ALL! post your fatality rate of your State! Oregon- Population- 4.3M #COVID__19 Deaths -240 Fatality Rate -056%  Divide Death # by the population # and then multiply by 100 to give you the %.  #CDCcovidFakeNumbers #plannedemic NOT A #epidemic NO #facemasks,stay at home orders,AGAINST,0,,,,,,
566533455,Our Friday night consists of a Las Vegas themed puzzle and forensic files :smiling_face_with_3_hearts:,stay at home orders,NONE,0,,,,,,
3814232,"Parents are actually going to have to parent their own children with schools closed...yet we have a generation with limited parenting skills, where others have raised their children from nursery and they’ve not had health - 1 #StaySafeStayHome #coronavirus",school closures,FAVOR,0,,,,,,
1891608,Unless the so called madam minister Angie gets infected by the virus that the only way she'll finally gain her conscious and decides to close schools if not then she'll want to sacrifice our children for their own amusement we should protest if we have too!!!,school closures,FAVOR,1,,,,,,
2572043268,@Ro_Smith @newscomauHQ Fascist police state of Victoria is a travesty of justice.,stay at home orders,NONE,0,,,,,,
136991,"@donwinslow I’m a special education teacher and I will probably have to go into school each day, but I will not send in my twin 15 year old daughters. My 78 year old mother lives with us so I will quarantine myself in my room when I get home each day.",school closures,FAVOR,0,,,,,,
1548624213,@pulte It’d help with the fines for not wearing a mask in Michigan @GovWhitmer,face masks,NONE,0,,,,,,
98801,"@BetsyDeVosED  @realDonaldTrump I am saying this for most parents and children. We do not want to go back to school due to the risk of getting the virus, but as you and you're good friend Trump will said  you guys will defund schools.",school closures,FAVOR,0,,,,,,
858920,@GregAbbott_TX @realDonaldTrump @GovAbbott Makes NO SENSE! Mitigation orders (social distance/mass closings) set forth COVID-19 was based on Worse Case scenarios - models were Grossly inaccurate! Yet in the face of reality (no deadlier than flu) NOTHING's,stay at home orders,AGAINST,1,,,,,,
501134,Watching the #whtaskforcebriefing and the claim was made that students aren’t a significant source of spread.  Do you think maybe that is because we closed the schools to prevent it?? #COVID19 #TaskForce #cdc,school closures,NONE,1,,,,,,
2254675,BREAKING House passes bill to fund giant plastic bubbles for every single K-2nd grader since it's the only way to make sure they're 6 feet apart in class. #COVIDIOTS #cdc,school closures,AGAINST,0,,,,,,
2606894244,:notes::arrow_forward:Financial woman @phynofino @PeterPsquare  On #Totorimuzik @Djitchyfingazz #spinning:repeat_one: LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO,stay at home orders,NONE,0,,,,,,
25920,"@bonglez We cannot go back to hardlockdown, more businesses will close forever",stay at home orders,AGAINST,1,,,,,,
2491842,@charliekirk11 We are not falling for that twice! :no_entry_sign: #stayopen,stay at home orders,AGAINST,0,,,,,,
117668,@GOP @realDonaldTrump Opening schools in hotspots will force these children to kill their parents and grandparents. #Trump and the #GOP will have blood on their hands.,school closures,FAVOR,1,,,,,,
3752662,"@GaydosKTAR Trump has cancelled the RNC Convention in Jacksonville, FL due to concerns about #covid19.   Gov. Doucey extended the closure of Bars, Theaters, Gyms n Pools  But they wants us to send our children to school. That makes alot of sense :man_face",school closures,FAVOR,1,,,,,,
565526,@DJJudd @byrdinator The data shows for healthy people masks can present greater danger because of contamination.,face masks,AGAINST,1,,,,,,
145606,"@hoaghealth Your own doctor, Dr. Jeff Barke, is now infamous for not wearing a mask and telling anyone who will listen to his numerous media statements to also not wear a mask. Why does he still have privileges at Hoag? #NewportBeach #HuntingtonBeach #Cor",face masks,FAVOR,0,,,,,,
2755196062,"Talking to a Chinese friend who never panics about anything but told me the #coronavirus #coronavirusuk isn't being taken seriously. ""for a developed country WTF are they doing"" no screening at airports, public events continue WTF WTF WTF""",school closures,NONE,0,,,,,,
1175573,@csheets44 @GovMikeDeWine My daughter goes to Dayton public schools and last year she had to sit in science class with no teacher the entire year. They gave them a packet and left them alone for the day. How will this year look??? This is going to be a di,school closures,FAVOR,1,,,,,,
2115785,I’m homeschooling this year. Not risking my daughter over someone who doesn’t understand wind and thinks the enemy is a friend.,school closures,FAVOR,0,,,,,,
3656309,@DoroLef @sl2016_sl @ThoughtOfTrying @ARealGirlReview @Nicolette_O @Shannon_Skinner @HHLifestyleTrav @TumiWith Awesome @DoroLef ! Great to see so many caring people around the world ! #MaskWearersAroundtheworld #WearAMask,face masks,FAVOR,0,,,,,,
1152399,so british schools will shut down after 2cm of snow but not for the coronavirus which is otherwise going to affect 70% of our population at least? makes sense,school closures,FAVOR,1,,,,,,
165572,@SMC_edu  still has classes while WHO declared Coronavirus a pandemic. What will it take to move classes off campus? The entire school has to be infected?,school closures,FAVOR,1,,,,,,
3696317100,@JoeNBC Yet 24/7 we can count on @JoeNBC to deliver #DoomAndGloom from a Democrat Activist view. There are more deaths WW from flu than Covid. #OpenAmerica and,school closures,NONE,0,,,,,,
1683963,I am sick to my stomach over the thought that there are districts informing #teachers to update their wills and having both children and teachers sign waivers over dying. We are not at a point of safety to open schools properly.,school closures,FAVOR,1,,,,,,
1609860887,@Pismo_B @becky_rln Poor baby,stay at home orders,NONE,0,,,,,,
3051046,Death rate now so low in Britain that the #BBC has to talk about mortality in foreign countries to keep the Great Panic going.  #COVID__19 #COVID19 #COVID #Covid19UK #COVIDIOTS,stay at home orders,AGAINST,1,,,,,,
52310029,"@RBReich New York did it, so the rest of the country can do it. #lockdown",face masks,NONE,0,,,,,,
1758692,@ShawnShafai @nsarwark @chrismartenson So Closing schools Social distancing Masks Plexiglass at the Grover Locking down business Stay home stay safe  Didn't work,stay at home orders,AGAINST,1,,,,,,
2866470,@GOPLeader You can have testing when all of the American people have testing. Until then,face masks,NONE,0,,,,,,
853058,"@LeChatNoire4 My friend, who is immune compromised, went into a Publix today. Publix stores in FL have a mask mandate. Shoppers wear a mask to get in &amp; then many remove them. She was accosted today by an anti-mask person. I don't know what the answer ",face masks,FAVOR,0,,,,,,
2558023697,@mitchellvii Let’s get #filmyourhospitals trending and even the sheeple    may understand the TRUTH! #hoax #Covid_19,face masks,NONE,0,,,,,,
749020789,@AshaRangappa_ I wonder if he typed that from the safety of his kitchen or living room? #COVID19,face masks,NONE,0,,,,,,
2993902,"@Kingdom49867884 @scratchhere Same! I have gone to my local Walmart, Grocery. CVS and Walgreens this whole time without one! I am definitely the only one most days! One time was told I need a mask but just walked past them... more ppl need to just say",face masks,AGAINST,0,,,,,,
2084299,2. The leadership from gov on this has been appalling on this. We need a CLEAR info vid put out on SAFE mask wearing &amp, storing as I've seen some ridiculous examples of misuse which is probably worse than not wearing one!,face masks,NONE,1,,,,,
708780,"@ahmhaitham @kudanai @AdleeDeadly In Kerala State , of you dont wear the mask &amp; roam around then you'll be fined on the spot or have to go to jail for 2 years. You cannot put others life in danger ! #Covid_19",stay at home orders,FAVOR,1,,,,,,
2719258,The lockdown is even killin more people than the virus,stay at home orders,AGAINST,1,,,,,,
3835239529,:notes::arrow_forward:Make am @patorankingfire   On #Totorimuzik @Djitchyfingazz #spinning:repeat_one: LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO,stay at home orders,NONE,0,,,,,,
271387,"@ClarkeMicah   Great article in the DM this morning. The most realistic and truthful assessment of this ‘mess’ so far. Good job! Masks are unhealthy, unproven &amp; unnecessary. The only reason for masks is to differentiate who is scared witless and w",face masks,AGAINST,1,,,,,,
940248802,HAPPY EID MUBARAK!!! To all the Muslims around the globe. Have a safe Eid,stay at home orders,NONE,0,,,,,,
1741851,"@KHerriage @UrUnpaidPundit @charliebilello Yep. But we are still barring children from playgrounds - welding gates, filling skateparks with sand. Insane. Almost zero risk to them #LetTheChildrenPlay Love the children- let them go #BacktoSchool  #MAGA",stay at home orders,AGAINST,1,,,,,,
1707421,@_Republic17 Let's stop this travesty! #covidlies #CaronaHoax #DemocratsaretheVirus,stay at home orders,AGAINST,0,,,,,,
1418844667,:notes::arrow_forward:Fact @victor_adere  On #TRENDVILLA @fomaliciousbabe @Akpos_carrytalk @Djitchyfingazz #spinning:repeat_one: LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO,stay at home orders,NONE,0,,,,,,
2513138154,"@Ian56789 @NIsakoff Total scum, bought and paid for shill.",stay at home orders,NONE,0,,,,,,
647526086,:notes::arrow_forward:God can bless anybody @Mr2kayy  On #trendmuzikblast @Djitchyfingazz #spinning:repeat_one: LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO,stay at home orders,NONE,0,,,,,,
1404618246,If teacher hardwork will not be evaluated than it is not fair ..The schools those you are doing hardwork at this pendemic situation must be supported by the parents and all the govt decision,school closures,NONE,0,,,,,,
1860317934,"@CharlieMont13 @Nigel_Farage Haha no bother deflect :joy::clap: people/person, the point is someone has lost their life. Shame on you, the mudslinging trouble maker that you are. I will however forgive you.",stay at home orders,NONE,0,,,,,,
2442330,"@nicely_nick @LockdownNo I'm not wearing a muzzle. I don't care how much Boris stamps his boots.  Visiting the shop a again for the first time in ages would've been a great relief after all this.  But forcing muzzles. That's just stopped me, my family and",face masks,AGAINST,0,,,,,,
1253617900,@GovMLG Lead in what capacity? The majority of your state is on welfare. Your education system is ranked #49. You have done NOTHING to change any of this. You put more New Mexicans out of work each week with your arbitrary decrees. #stopthemadness #openNe,stay at home orders,NONE,0,,,,,,
349411,"@RahulGandhi The priority of any government should be to provide education to students and not shutting it down. By shutting down schools &amp; online classes,the @CMOGuj government will make Teachers &amp; schools fall into debt trap.The adverse impact o",school closures,AGAINST,1,,,,,,
1136542,"As my friend @LaurenEMorrill says, I don't know how to explain to you that you should care about other people. This pandemic is ravaging our country, specifically Black and brown communities and the Navajo Nation. Stay home, wear a mask, and save lives.",face masks,FAVOR,1,,,,,,
930224,Trump wants you to hurt your own child by opening schools for his reelection.,school closures,FAVOR,1,,,,,,
678107,"As a socialist, masks are the ultimate tribute to our final goals. Once people stop seeing each other as individuals, and realize we are only as important as the groups we identify with, only then will we reach true socialism.",face masks,AGAINST,1,,,,,,
2355085,@ScientistMel Also sorry that just hit my funny bone I know you dont have an opinion either way :grin:.  Also everyone #WearAMask,face masks,FAVOR,0,,,,,,
2709054100,@JWarbington Unbelievable sad... they do not care about their staf! Where is the trust? #dumbbehavior,stay at home orders,NONE,0,,,,,,
630090,"There is no reason to fail our kids like this. They are pushing for schools to open in the name of the economy &amp; because they literally have no plan for anything else despite having months to plan. There is no reason any children or staff need die, #NotOneChild",school closures,FAVOR,1,,,,,,
3664254,@StopandShop Hey there..“No Mask No Service” is not being enforced in your Hempstead trpk and Wantaugh ave location. Have to stare down folks with a chinstraps every turn I make. I care about my senior mother that I take food shopping! This is pitiful,face masks,FAVOR,0,,,,,,
2960488,@DougieClark I’m sorry for your loss. I heard someone moaning about not being able to breathe with a mask on. I believe covid doesn’t help you breathe either. I know one I would rather have and it’s not the latter,face masks,FAVOR,1,,,,,,
1457690104,@NightlyPolitics Well I live in central Texas so it’s an 8-10 hour drive even if I wanted to.,face masks,NONE,0,,,,,,
995625,@GavinNewsom If masks work open the schools!!,school closures,AGAINST,0,,,,,,
88344,@chelsea_hetho @DanielAndrewsMP Thank you for that!!! - Time for a quick walk then. :mask:  #stayathome,face masks,FAVOR,0,,,,,,
63485747,:notes::arrow_forward:Two remix @ZoRoSwaGBaG @IamMayorKun  On #BREAKETIMESHOW @Archchildify @Djitchyfingazz #spinning:repeat_one: LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO,stay at home orders,NONE,0,,,,,,
3176144846,#TheLounge with deejayfoxy Np somedays  @Ozzytweet0 deejayfoxyone  #RaypowerNigeria,stay at home orders,NONE,0,,,,,,
1067482,@Cary_Elwes The only correct reply to the request from a loved to wear a mask is “as you wish.”,face masks,FAVOR,0,,,,,,
1125649,"@Starbucks I went to Starbucks at 2961 Michelson Dr, Irvine, CA 92612 at 1:30 pm today. Cashier and the girl at order pick up counter were not wearing face mask. This seems not implementing California order. #Starbucks",face masks,FAVOR,0,,,,,,
3566426486,"@LawrenceBJones3 Where's Sharpton and BLM on this, I thought all black lives matter. Your right this shit has to stop now.",stay at home orders,NONE,0,,,,,,
3627877,@MichaelSteele You think someone actually wrote that line for her?  What a stupid thing to say.  But I guess Pence started it with CDC guidelines 'won't be the reason we won't open schools.',school closures,FAVOR,0,,,,,,
805772362,"Have a great day everyone, today we celebrate #LFCFamily #YNWA",stay at home orders,NONE,0,,,,,,
430431,@GavinNewsom 5% ?  Seriously?!  How about 1 student or staff member tests positive and the school closes for 15 days.   Without immediate test results ...  By the time 5% of  testing results are returned  positive  ... you would have a massive infection r,stay at home orders,FAVOR,1,,,,,,
1108954,Anti-maskers are 100% that person you went to high school with who never left your hometown and spends their weekends day-drinking at water parks. #maskdebate #WearAMask,face masks,FAVOR,0,,,,,,
3029418549,@stacker44022 @NealFondren @HowleyReporter YES &amp; I read recently he's trying to run for another office!! The DEMS R so desperate to hide their dirty laundry &amp; control via communist/nazi power they'll do ANYTHING! It's very alarming &amp; a war WTP,stay at home orders,NONE,0,,,,,,
3546564,"@KrisTStacey1 @Walmart What’s Schantz.   The Democrat Governors of WA and NY have both done a great job combatting #COVID19..  The Democrat mayor of NYC is a damn idiot tho.  Don’t be a #COVIDIOT, Kris.",face masks,FAVOR,0,,,,,,
321210,@McMasterU @WHO @dkchu @schunemann_mac @TheLancet @HEI_mcmaster WHO lied to the world, led a coverup to please Chinese Communist Party Masters! NO danger of COVID-19 transmission! WHO now has zero credibility. Dr Fauci told us not to wear masks back in March. Fauci now calls on people to wear masks. Fauci has zero credibility too.,face masks,AGAINST,1,,,,,
1655025,"@TrumpWarRoom @realDonaldTrump Since there is a cure for pennies, why do we need a vaccine or contact tracers? Stop all aid to WHO, but don't give it to GAVI!!! #Scamdemic  #FireFauci",stay at home orders,AGAINST,1,,,,,,
2815176733,@ArogyaAndhra @AndhraPradeshCM @MoHFW_INDIA Recovery has been quite good and has outnumbered the new cases... let’s continue and increase the recovery...,stay at home orders,NONE,0,,,,,,
3607210724,:notes::arrow_forward:Row the body @TaioCruz @FrencHMonTanA   On #trendmuzikblast @Djitchyfingazz #spinning:repeat_one: LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO,stay at home orders,NONE,0,,,,,,
399407,"@SpeakerVos Masks in public places are a necessary prevention tool. You DON'T need to have symptoms to be infected. Many people get Covid and never experience symptoms- They're known as silent Carriers, who are indeed, Spreading the virus.",face masks,FAVOR,1,,,,,,
2427852,"Ppeople really think that just because the ‘State of Disaster’ starts tonight, it means that they can go out to places because it’s their ‘last chance’ to go out. How dumb can you be.",stay at home orders,FAVOR,1,,,,,,
405909,"@julieasmyle @ChimerReilly @GovWhitmer They all had masks on. I don't like they weren't distanced, but every single one wore masks, unlike the ignorant a**es who whine because they are asked to think of others.  Make me.  Haha. #RIPJohnLewis #HeWasLoved",face masks,FAVOR,0,,,,,,
2811632,Not going to Home Depot anymore they lost my business forever! Lowe’s didn’t make a big deal about the mask.  I guess Lowe’s it is from now on..,face masks,AGAINST,0,,,,,,
3613019,"Amitabh ji must have taken al precautions still he is positive ,its scary to even imagine who all daily going out without mask.  #WearAMask",stay at home orders,FAVOR,1,,,,,,
1088652494,fuck bruh we really half a year deep into quarantine / COVID-19 smh ion like this new normal.,face masks,NONE,0,,,,,,
2724327,#dougducey @dougducey @drcarachrist pander to #trump and extreme right  - doctor @kelliwardaz @AZGOP @SenMcSallyAZ @RepDLesko @RepDavid instead of protecting #Arizona #publichealth. #Covid19.  #GOP #Republican deaths.  #WearAMask #WearAMaskSaveALife,stay at home orders,FAVOR,0,,,,,,
1515212,@CNNPolitics GET OFF YOUR ASSES AND WORK DEMS LOVE WELFARE,stay at home orders,AGAINST,0,,,,,,
1904307397,School is said to be our 2 home. If home needs to maintained than even schools need maintenance. No fees is no solution.,school closures,NONE,0,,,,,,
735884,@PBS1982 @vividchi1 @Letrangerdalger @Revilopsa Your use of ‘Dr Fartzy’ speaks volumes about you.  Doctors and nurses survive long shifts in serious medical masks.,face masks,FAVOR,1,,,,,,
3182856312,:notes::arrow_forward:No peace #itchymix @perxentageboss   On #trendmuzikblast @Djitchyfingazz #spinning:repeat_one: LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO,stay at home orders,NONE,0,,,,,,
3900405355,@GovernorTomWolf Go away.,face masks,NONE,0,,,,,,
1106789022,"@Shari2112 @realDonaldTrump Why should Trump talk to Merkel,she buys gas and oil from Putin rather than USA.Trump should remove all American troops from Germany.The Germans don’t even pay their fair share of NATO.GOD Save the Republic",stay at home orders,NONE,0,,,,,,
1712336681,@SenSchumer It is all about cases for @ABC @CBSNews @NBCNews @CNN not deaths. Deaths are down. That’s good news!!!,stay at home orders,NONE,0,,,,,,
3731008,When I see many people wearing black face masks I feel like I’m on the set of an S&amp,M film. Not that I’ve been on one but still... #WearADamnMask #mask,face masks,FAVOR,0,,,,,
1640799,"LOOK at Victoria right now, how long did it take to make wearing masks compulsory? WHY would you not make it compulsory for NSW right now to avoid what we are witnessing in VIC? #COVID19Vic #covid19australia @ScottMorrisonMP @GladysB @NSWHealth #leadbyexample",face masks,FAVOR,1,,,,,,
1913774038,I have a feeling that the drs who spoke out on Hydroxychloroquine are shills.  If we believe that Covid was never isolated &amp, the hospitals were empty who were they treating? If Covid is a hoax this doesn't add up. #KBF  #markofthebeast  #CovidHoax  #GodWins,face masks,NONE,0,,,,,
1863313,@CNN Time to revolt and remove all those wanna be dictators from power. Masks do not work.,face masks,AGAINST,1,,,,,,
1720983,@NYGovCuomo But you DO kill children and educators by sending them into crowded schools in the middle of a viral pandemic. Your legacy: The Governor Who Killed The Children!,school closures,FAVOR,1,,,,,,
833790,Kayleigh McEnany said the science shouldn't stand in the way of schools opening.  During a pandemic the only thing we should listen to is SCIENCE! My children are not political pawns #NotMyChildren,school closures,FAVOR,1,,,,,,
790258,Just been to the Petrol station. About 50-60% not in masks! Police turned up- they just went to subway... tide is turning! #NormalPeople,face masks,AGAINST,0,,,,,,
2139366,@Hank_licious @realjuliasong @BMcAdory9 I've been saying that all along. If the masks work then let those that want to wear them wear them and those of us who want to be free not wear. It's a free country. Or at least it was.,face masks,AGAINST,1,,,,,,
217554,Thank you for your help @AUThackeray @OfficeofUT @mybmcwardKW @mybmc. We were able to get the plasma but unfortunately he passed away in the morning. Big thumbs up to the work done by everyone at grassroot level. Covid is real.,stay at home orders,FAVOR,0,,,,,,
2003719,Travelling to central for my first audition in the flesh since 50 years ago. I'm equal parts terrified and relieved.,face masks,NONE,0,,,,,,
1122097,"@FordThefordster @DannyAShea @vankapro @Jay_V_F_45 My granddaughter lives with me yr 11 HAS to go to school! @DanielAndrewsMP don't you know so many grandparents are bringing up their homeless grandchildren, some with no government assistance! She's been ",school closures,FAVOR,1,,,,,,
1430764367,:notes::arrow_forward:Love me love me @official2baba On #Totorimuzik @Djitchyfingazz #spinning:repeat_one: LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO,stay at home orders,NONE,0,,,,,,
4842941686,@HamillHimself The school folks think they’re sending their kids back to no longer exists.,stay at home orders,NONE,0,,,,,,
3524148654,Alhmdllh to Everything #Happiness #Smile #sundayvibes #Chilling with my friend @jigawastae #Jigawa_Connect,stay at home orders,NONE,0,,,,,,
3029524644,:notes::arrow_forward:Miss independent @NeYoCompound   On #Totorimuzik @Djitchyfingazz #spinning:repeat_one: LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO,stay at home orders,NONE,0,,,,,,
1583452760,In these difficult times government can not ignore the sufferings of Private schools. We the teachers have not received our salary from past 3 months and may be for next few months too. Please do something to keep School and it's staff alive.,school closures,NONE,0,,,,,,
1708414,@Theresa_Chapple @jsrsba Honestly I seriously doubt they died FROM covid.   Would be nice to know details. Do you know how many children died from the flu and also on the way to school last year.  Also how many died of child abuse during lockdown ? Life�,school closures,AGAINST,1,,,,,,
470637,Is Disney can open so can the schools @realDonaldTrump $dis,school closures,NONE,0,,,,,,
1777279,@MichaelRosenYes I want to shop in a supermarket where customers and staff wear masks.  First one to implement it gets my business #Masks,face masks,FAVOR,0,,,,,,
3104516,"We must boycott our schools, and protest to have the schools shut down, due to coronavirus. It's not only threatening to us as students, but to our parents. PEOPLE WHO THINK THAT THIS SITUATION ISN'T AS BAD AS IT SEEMS, YOU ARE DELUSIONAL AS FUCK!",school closures,FAVOR,1,,,,,,
